"737016937121742848","pezzullo - ethnography gives access to those not deemed worthy of an official archive
#rsa16 #methods #ethnography"
"737007686089330694","rt @kendalljoy: ebony coletu on theory as method, a call to action - work on application forms as high-stakes writing for access to aid #rs…"
"737007395998736384","ebony coletu on theory as method, a call to action - work on application forms as high-stakes writing for access to aid #rsa16"
"737007388822241280","read - how do we grapple with implicit social science bias in writing up our methodology for publication? 
#rsa16"
"737004722075373569","supersession - the turn to field studies - candice rai - ethnography as a method for rhetorical invention
#rsa16"
"736957260610609153","can't help overhearing post-#o6 hallway debate about methodology and translingual research - has me missing @lavinia_hirsu #rsa16"
"736946527160180737","rt @ruthieoo: enoch moves onto discussing the methods of studying spatial rhetorics. #iheartmethods #rsa16 https://t.co/jcjwyleotn"
"736942965508190212","enoch moves onto discussing the methods of studying spatial rhetorics. #iheartmethods #rsa16 https://t.co/jcjwyleotn"
"736925967914934272","rt @adampnewman89: now up ""engaging disability disclosure as rhetorical strategy through ethnographic methods"" w/ @ruthieoo @saundp &amp; sean…"
"736914804384878595","rt @adampnewman89: now up ""engaging disability disclosure as rhetorical strategy through ethnographic methods"" w/ @ruthieoo @saundp &amp; sean…"
"736912596339544064","now up ""engaging disability disclosure as rhetorical strategy through ethnographic methods"" w/ @ruthieoo @saundp &amp; sean kamperman #rsa16 #n9"
"736647786884632577","@timrdoc uses constellation as a methodology to decolonize rehtorical history #rsa16 #k4"
"736646110131916800","#settlercolonialism - rhetoric's problem of imagination - an issue of #method and #scene #rsa16 https://t.co/hejclpnw7m"
"736645812424429570","tim dougherty: ""north american rhetorical methods have an imagination problem."" #rsa16 #k4"
"736639442836938752","rt @oncomouse: .@louisvillebound urbex as research method leads from field to larger questions of who we are as humans #rsa16 #j19"
"736633338627248128","rt @sumikomartinez: why autoethnography+rhetorical field methods? risk &amp; research on complex researcher subjectivities from
jamie remillard…"
"736632373312425984","rt @oncomouse: .@louisvillebound urbex as research method leads from field to larger questions of who we are as humans #rsa16 #j19"
"736632026372165632",".@louisvillebound urbex as research method leads from field to larger questions of who we are as humans #rsa16 #j19"
"736629007408566272","#rsa16 #j1 teaching the citizen archivist: archive as method: use paired with artifacts themselves; ""[you are] only as good as archive"""
"736628996062973952","consider archive as method,  method-making #rsa16 #j1"
"736621900168896512","ramirez: translation methods often get footnoted in rhetoric articles, minimizing our understanding of its importance.  #rsa16"
"736620328017928192","ramirez: rhetoric has lots of translated txts b/ we're not talking about translations as a rhetorical process &amp; research method  #j26 #rsa16"
"736598079915298817","rt @academiadecruz: peoples histories need to be intervention through collaboration--for academic research methods--angela aguayo #rsa16 #i2"
"736597762708545537","peoples histories need to be intervention through collaboration--for academic research methods--angela aguayo #rsa16 #i2"
"736575734102249473","rt @rachel_bloom: steven alvarez on autoethnography: we need to be willing to use the same methods we use on others on ourselves.  #rsa16 @…"
"736562716459040768","rt @jlinl: @rcmeg - #yesallwomen - stories are a method of re-embodying one's self in virtual space 
#rsa16"
"736562576792911872","@rcmeg - #yesallwomen - stories are a method of re-embodying one's self in virtual space 
#rsa16"
"736556513674821632","#rsa16 @bmcnely relates a photo-elicitation method, using photos as prompts to see how participants viewed and occupied spaces."
"736555383892905984","#rsa16 @bmcnely points out we can study how things 'show up' in the world, but we need methods and methodologies to do so."
"736540839539793920","steven alvarez on autoethnography: we need to be willing to use the same methods we use on others on ourselves.  #rsa16 @chastitellez"
"736369279767961601","rt @rhetoricandlyme: #rsa16 robin jensen: if your methods aren't working, try something else even though it goes against academic norms."
"736312827380654080","rt @kerielizabeth: instead of prescribed research methods, we need an approach (or fem methodology) that is explicitly articulated. @rachel…"
"736295545678008320","rt @kerielizabeth: instead of prescribed research methods, we need an approach (or fem methodology) that is explicitly articulated. @rachel…"
"736288499792502784","naming is key to feminist methodologies. we need to explicitly say when we use them - @rachelbigeyes  #rsa16"
"736288460177297408","instead of prescribed research methods, we need an approach (or fem methodology) that is explicitly articulated. @rachelbigeyes  #rsa16"
"736288460177297408","instead of prescribed research methods, we need an approach (or fem methodology) that is explicitly articulated. @rachelbigeyes  #rsa16"
"736286872335486976","trad research methods ask us to remove ourselves from our research @rachelbigeyes #rsa16"
"736283756546363393","@rachelbigeyes argues that defining feminist research methods will help us expand, replicate, and improve at #rsa16 in a great panel #e24"
"736283681334124544","feminist methodologies challenges us to research groups to which we belong so in researching feminist scholars i research myself #rsa16 #e24"
"736282860005556225",".@rachelbigeyes argues for naming of feminist methodologies to help replicability. #rsa16 #e24"
"736280080964587520","rt @rhetoricandlyme: #rsa16 robin jensen: if your methods aren't working, try something else even though it goes against academic norms."
"736277782737629184","rt @rhetoricandlyme: #rsa16 robin jensen: if your methods aren't working, try something else even though it goes against academic norms."
"736275958089519105","rt @rhetoricandlyme: #rsa16 tasha dubriwny: intersectionality as a method isn't merely an adding of variables, but a distinctive stance tha…"
