"737018745256857600","rt @jsanofranchini: .@omizorm on training machines by creating classification scheme for sentiment analysis trained on movie review corpus…"
"737018244846997504",".@omizorm on training machines by creating classification scheme for sentiment analysis trained on movie review corpus #rsa16 #ss1"
"737016797237379072","rt @lraehall: .@omizorm how do we teach machines to learn? what are goals of machine learning? automate decision making / minimize error #r…"
"737016795190702081",".@omizorm how do we teach machines to learn? what are goals of machine learning? automate decision making / minimize error #rsa16 #ss1"
"737007385001201664","@billhd considers ethical responsibilities to teach machines what and what not to do with rhetorical strategies #rsa16 #ss1"
"736948490195095552","rt @rachaelsullivan: matthew overstreet: late capitalism is a machine designed to constantly remind you how much fun everyone else is havin…"
"736932509460533248","rt @rachaelsullivan: matthew overstreet: late capitalism is a machine designed to constantly remind you how much fun everyone else is havin…"
"736919650085273600","rt @rachaelsullivan: matthew overstreet: late capitalism is a machine designed to constantly remind you how much fun everyone else is havin…"
"736919399123300353","matthew overstreet: late capitalism is a machine designed to constantly remind you how much fun everyone else is having. #rsa16 #n6"
"736909913557848064","rt @ericsdet: what does it mean to approach/reimagine progymnasmata in a world where we're surrounded by machine learning . . . #h17 #rsa16"
"736652817516105728",".@ocularcentrism anti-fascist machines make new machines with an audience even if it is hostile #rsa16"
"736652491446714369","rt @oncomouse: .@ocularcentrism camouflage not as avoidance but plugging into surveillance to create a new machine #rsa16"
"736652309678174209",".@ocularcentrism camouflage not as avoidance but plugging into surveillance to create a new machine #rsa16"
"736651094059802624","@ocularcentrism ""will have fun with experimental form"" to discuss ""dazzling rhetoric-machines"" #rsa16"
"736650922491846661",".@moriahlpurdy common placing is a kind of rhetorical training. system is teacher. machines the brain #rsa16"
"736650883312848899",".@moriahlpurdy commonplaces machine the mind #rsa16 #k14"
"736649723050905600","@moriahlpurdy talks about commonplace books as rhetorical machines #rsa16"
"736647073546788864","#rsa16 #k14 @jimmy_butts deux ex/in machina? how do we code like god? how do we write a program that does not compute?"
"736645789196398593","rt @videlais: #rsa16 #j1 curating the future: from @lraehall; importance of meta-data, teaching machines (https://t.co/juk4slysih); love le…"
"736643798315479048","#rsa16 #k14 @emigurumi medical chart displays results=combo of human &amp; machine / constructs digital self catalogued from diverse inputs"
"736639484499005444","next up: ""rhetoric's machines: procedures, algorithms, and computation"" at #rsa16"
"736639209931444224","i kind of wish there were a respondent to this panel with a talk called ""rhet against the machine"" #rsa16"
"736639162762330112","panel k14: rhetoric's machines: procedures, algorithms, and computation. @rhetandchange @rhetsoc #rsa16 h/t @johnmjones &amp; @lawnsports."
