"737102618691051520","#rsa16 is great inspiration to start the summer writing. retreating this week to write with great friends. #womenintc #medrhet"
"736910825961750528","rt @lbdehertogh: anyone else run into this problem when conference prepping? #rsa16 #medrhet #womenintc https://t.co/oe2xftgpei"
"736762265765044224","@candicewe is the hostess with the mostest! #medrhet #rsa16"
"736761603539013633","rt @rachel_bloom: thinking of @gerdesjulie &amp; #medrhet friends walking through the atl security line. #rsa16 https://t.co/qpfl3pqykp"
"736643274010730496","rt @rachel_bloom: thinking of @gerdesjulie &amp; #medrhet friends walking through the atl security line. #rsa16 https://t.co/qpfl3pqykp"
"736634970777780224","thinking of @gerdesjulie &amp; #medrhet friends walking through the atl security line. #rsa16 https://t.co/qpfl3pqykp"
"736634626287017984","rt @victorjdh: hope to see all the #medrhet people at this #rsa16 https://t.co/ennq5lqg24"
"736629420564303872","rt @rachel_bloom: .@lbdehertogh discusses rhetorics of breastfeeding, health literacy &amp; digital storytelling #rsa16 #medrhet https://t.co/e…"
"736622232269684736","rt @victorjdh: hope to see all the #medrhet people at this #rsa16 https://t.co/ennq5lqg24"
"736613974809137153","rt @victorjdh: hope to see all the #medrhet people at this #rsa16 https://t.co/ennq5lqg24"
"736612013779095553","hope to see all the #medrhet people at this #rsa16 https://t.co/ennq5lqg24"
"736590555136790528","rt @lbdehertogh: @kellerej argues twitter is important communication tool for patients engaged in rhetorical advocacy. #medrhet #rsa16"
"736590555136790528","rt @lbdehertogh: @kellerej argues twitter is important communication tool for patients engaged in rhetorical advocacy. #medrhet #rsa16"
"736589126313607169","rt @rachel_bloom: .@kellerej 's actor network map for the online network around hypothyroidism 
#medrhet #rsa16 https://t.co/dzit7bdgai"
"736587860636250113",".@kellerej 's actor network map for the online network around hypothyroidism 
#medrhet #rsa16 https://t.co/dzit7bdgai"
"736587458515701760","love @kellerej suggestion that we need to make visible structures (digital or otherwise) impacting human bodies. #rsa16 #medrhet"
"736585802138943489","@kellerej argues twitter is important communication tool for patients engaged in rhetorical advocacy. #medrhet #rsa16"
"736585392443564032","now elizabeth keller discusses how hypothyroidism patients use twitter for patient agency &amp; advocacy #rsa16 #medrhet https://t.co/c4fqwpxqdd"
"736585235958276096","@kellerej talks about personal journey with illness and experience navigating healthcare systems and professionals. #medrhet #rsa16"
"736584720201449472",".@mariatnovotny : how can we move beyond critique in community projects &amp; encourage more interventional work in #medrhet ? #rsa16"
"736584357822009344",".@mariatnovotny shares moving stories told through @artofif ...this one on infertility &amp; miscarriage #rsa16 #medrhet https://t.co/8wdfcumli7"
"736584221788110848","@mariatnovotny talks about power of art &amp; storytelling as a tool of feminist rhetorical curation. love this idea! #medrhet #rsa16"
"736583126013648896",".@mariatnovotny discusses @artofif : we think of infertility as a diagnosis that expands across networks. #medrhet #rsa16"
